minutes,xG,xA,xGI,ict_index,opponent_strength,was_home,rolling_form,rolling_xgi,position_encoded,team_strength,total_points
69,0.0,0.0,0.0,0.8,1,False,1.3333333333333333,0.01,,1,3
12,0.0,0.0,0.0,0.6,1,True,1.25,0.0,,1,1
10,0.16,0.0,0.16,5.0,1,True,2.4,0.05333333333333334,,1,7
20,0.05,0.01,0.06,0.7,1,False,2.4,0.07333333333333333,,1,1
11,0.0,0.06,0.06,1.8,1,True,2.6,0.09333333333333334,,1,1
9,0.52,0.0,0.52,4.5,1,False,2.2,0.21333333333333335,,1,1
24,0.0,0.0,0.0,0.3,1,True,2.2,0.19333333333333336,,1,1
0,0.0,0.0,0.0,0.0,1,False,0.8,0.17333333333333334,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.6,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.4,0.0,,1,0
56,0.11,0.01,0.12,1.3,1,False,0.4,0.04,,1,1
60,0.09,0.02,0.11,2.7,1,True,0.8,0.07666666666666666,,1,3
4,0.0,0.0,0.0,0.0,1,False,1.0,0.07666666666666666,,1,1
45,0.18,0.03,0.21,0.0,1,True,1.2,0.10666666666666667,,1,1
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
37,0.07,0.03,0.1,3.1,1,True,0.5,0.05,,1,1
0,0.0,0.0,0.0,0.0,1,False,0.3333333333333333,0.03333333333333333,,1,0
11,0.0,0.26,0.26,3.2,1,True,1.25,0.12,,1,4
83,0.14,0.07,0.21,2.9,1,True,1.4,0.15666666666666665,,1,2
87,0.33,0.12,0.45,3.1,1,False,1.8,0.3066666666666667,,1,2
74,0.12,0.09,0.21,5.9,1,True,2.2,0.29,,1,3
80,0.6,0.07,0.67,10.7,1,False,4.2,0.44333333333333336,,1,10
90,0.34,0.05,0.39,4.6,1,True,4.0,0.42333333333333334,,1,3
90,0.27,0.15,0.42,7.6,1,False,4.8,0.49333333333333335,,1,6
90,0.05,0.31,0.36,6.7,1,False,6.2,0.38999999999999996,,1,9
77,0.22,0.08,0.3,11.3,1,True,8.0,0.36000000000000004,,1,12
0,0.0,0.0,0.0,0.0,1,False,6.0,0.22,,1,0
0,0.0,0.0,0.0,0.0,1,True,5.4,0.09999999999999999,,1,0
40,0.46,0.01,0.47,9.6,1,False,5.4,0.15666666666666665,,1,6
0,0.0,0.0,0.0,0.0,1,True,3.6,0.15666666666666665,,1,0
82,0.13,0.01,0.14,1.2,1,False,6.0,0.14,,1,6
90,0.0,0.54,0.54,7.7,1,True,6.0,0.34,,1,6
90,0.02,0.1,0.12,3.9,1,False,5.333333333333333,0.26666666666666666,,1,4
22,0.0,0.03,0.03,0.7,1,True,4.25,0.23,,1,1
90,0.0,0.16,0.16,5.6,1,True,4.0,0.10333333333333333,,1,3
90,0.0,0.2,0.2,10.5,1,False,4.6,0.13,,1,9
78,0.32,0.12,0.44,10.9,1,True,5.6,0.26666666666666666,,1,11
90,0.03,0.08,0.11,3.6,1,False,5.4,0.25000000000000006,,1,3
81,0.37,0.61,0.98,9.1,1,True,6.6,0.51,,1,7
90,0.24,0.33,0.57,10.4,1,False,8.6,0.5533333333333333,,1,13
90,0.07,0.2,0.27,5.5,1,False,7.2,0.6066666666666666,,1,2
90,0.26,0.38,0.64,9.5,1,True,6.2,0.49333333333333335,,1,6
90,0.0,0.07,0.07,4.7,1,False,6.4,0.32666666666666666,,1,4
82,0.08,0.13,0.21,7.2,1,True,5.6,0.3066666666666667,,1,3
90,0.14,0.13,0.27,8.6,1,False,4.2,0.18333333333333335,,1,6
45,0.08,0.05,0.13,0.0,1,True,4.0,0.20333333333333337,,1,1
7,0.0,0.0,0.0,0.1,1,False,1.0,0.0,,1,1
0,0.0,0.0,0.0,0.0,1,True,0.5,0.0,,1,0
69,0.0,0.02,0.02,0.8,1,False,1.3333333333333333,0.006666666666666667,,1,3
90,0.13,0.07,0.2,6.7,1,True,1.75,0.07333333333333333,,1,3
45,0.0,0.03,0.03,2.6,1,True,1.6,0.08333333333333333,,1,1
20,0.05,0.0,0.05,5.4,1,False,2.6,0.09333333333333334,,1,6
11,0.16,0.0,0.16,1.2,1,True,2.8,0.08,,1,1
28,0.0,0.01,0.01,1.1,1,False,2.4,0.07333333333333333,,1,1
8,0.0,0.0,0.0,0.4,1,True,2.0,0.056666666666666664,,1,1
45,0.0,0.05,0.05,1.5,1,False,2.0,0.02,,1,1
90,0.38,0.05,0.43,5.5,1,False,1.8,0.16,,1,5
87,0.06,0.44,0.5,4.5,1,True,2.6,0.32666666666666666,,1,5
90,0.65,0.02,0.67,7.2,1,False,4.2,0.5333333333333333,,1,9
90,0.66,0.18,0.84,12.2,1,True,6.6,0.6699999999999999,,1,13
45,0.0,0.01,0.01,0.8,1,False,6.6,0.5066666666666667,,1,1
0,0.0,0.0,0.0,0.0,1,True,5.6,0.2833333333333333,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
0,0.0,0.0,0.0,0.0,1,True,0.0,0.0,,1,0
