player_id,web_name,position,team,round,total_points,minutes,xG,xA,xGI,ict_index,was_home,opponent_team,team_strength
10,Lewis-Skelly,2,1,10,1,1,0.00,0.00,0.00,0.2,False,3,1
10,Lewis-Skelly,2,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
10,Lewis-Skelly,2,1,12,1,1,0.00,0.00,0.00,0.0,True,18,1
10,Lewis-Skelly,2,1,13,0,45,0.00,0.02,0.02,0.3,False,7,1
10,Lewis-Skelly,2,1,14,0,0,0.00,0.00,0.00,0.0,True,5,1
10,Lewis-Skelly,2,1,15,1,4,0.00,0.00,0.00,0.1,False,2,1
10,Lewis-Skelly,2,1,16,1,14,0.00,0.03,0.03,0.0,True,20,1
11,White,2,1,1,6,70,0.01,0.01,0.02,2.8,False,14,1
11,White,2,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
11,White,2,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
11,White,2,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
11,White,2,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
11,White,2,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
11,White,2,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
11,White,2,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
11,White,2,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
11,White,2,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
11,White,2,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
11,White,2,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
11,White,2,1,13,0,0,0.00,0.00,0.00,0.0,False,7,1
11,White,2,1,14,14,90,0.04,0.14,0.18,8.7,True,5,1
11,White,2,1,15,1,90,0.32,0.26,0.58,6.5,False,2,1
11,White,2,1,16,1,30,0.00,0.01,0.01,0.0,True,20,1
13,Clarke,2,1,1,0,0,0.00,0.00,0.00,0.0,False,14,1
13,Clarke,2,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
13,Clarke,2,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
13,Clarke,2,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
13,Clarke,2,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
13,Clarke,2,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
13,Clarke,2,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
13,Clarke,2,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
13,Clarke,2,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
13,Clarke,2,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
13,Clarke,2,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
13,Clarke,2,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
13,Clarke,2,1,13,0,0,0.00,0.00,0.00,0.0,False,7,1
13,Clarke,2,1,14,0,0,0.00,0.00,0.00,0.0,True,5,1
13,Clarke,2,1,15,0,0,0.00,0.00,0.00,0.0,False,2,1
13,Clarke,2,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
14,Kacurri,2,1,1,0,0,0.00,0.00,0.00,0.0,False,14,1
14,Kacurri,2,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
14,Kacurri,2,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
14,Kacurri,2,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
14,Kacurri,2,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
14,Kacurri,2,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
14,Kacurri,2,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
14,Kacurri,2,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
14,Kacurri,2,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
14,Kacurri,2,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
14,Kacurri,2,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
14,Kacurri,2,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
14,Kacurri,2,1,13,0,0,0.00,0.00,0.00,0.0,False,7,1
14,Kacurri,2,1,14,0,0,0.00,0.00,0.00,0.0,True,5,1
14,Kacurri,2,1,15,0,0,0.00,0.00,0.00,0.0,False,2,1
14,Kacurri,2,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
15,Nichols,2,1,1,0,0,0.00,0.00,0.00,0.0,False,14,1
15,Nichols,2,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
15,Nichols,2,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
15,Nichols,2,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
15,Nichols,2,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
15,Nichols,2,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
15,Nichols,2,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
15,Nichols,2,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
15,Nichols,2,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
15,Nichols,2,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
15,Nichols,2,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
15,Nichols,2,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
15,Nichols,2,1,13,0,0,0.00,0.00,0.00,0.0,False,7,1
15,Nichols,2,1,14,0,0,0.00,0.00,0.00,0.0,True,5,1
15,Nichols,2,1,15,0,0,0.00,0.00,0.00,0.0,False,2,1
15,Nichols,2,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
16,Saka,3,1,1,3,90,0.15,0.09,0.24,3.5,False,14,1
16,Saka,3,1,2,6,52,0.11,0.03,0.14,9.2,True,11,1
16,Saka,3,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
16,Saka,3,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
16,Saka,3,1,5,1,45,0.04,0.21,0.25,4.5,True,13,1
16,Saka,3,1,6,2,69,0.08,0.01,0.09,4.6,False,15,1
16,Saka,3,1,7,8,90,0.84,1.11,1.95,9.3,True,19,1
16,Saka,3,1,8,7,90,0.07,0.55,0.62,15.3,False,10,1
16,Saka,3,1,9,3,65,0.02,0.01,0.03,0.7,True,8,1
16,Saka,3,1,10,3,90,0.58,0.06,0.64,7.7,False,3,1
16,Saka,3,1,11,12,90,0.52,0.19,0.71,13.2,False,17,1
16,Saka,3,1,12,4,90,0.11,0.09,0.20,6.6,True,18,1
16,Saka,3,1,13,5,90,0.19,0.58,0.77,6.6,False,7,1
16,Saka,3,1,14,6,29,0.60,0.01,0.61,7.4,True,5,1
16,Saka,3,1,15,4,78,0.58,0.31,0.89,9.5,False,2,1
16,Saka,3,1,16,1,45,0.03,0.30,0.33,0.0,True,20,1
17,Ødegaard,3,1,1,5,90,0.09,0.29,0.38,5.5,False,14,1
17,Ødegaard,3,1,2,1,37,0.05,0.05,0.10,0.9,True,11,1
17,Ødegaard,3,1,3,1,20,0.00,0.01,0.01,0.6,False,12,1
17,Ødegaard,3,1,4,1,17,0.00,0.00,0.00,0.5,True,16,1
17,Ødegaard,3,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
17,Ødegaard,3,1,6,4,8,0.00,0.25,0.25,3.5,False,15,1
17,Ødegaard,3,1,7,1,29,0.00,0.21,0.21,2.0,True,19,1
17,Ødegaard,3,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
17,Ødegaard,3,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
17,Ødegaard,3,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
17,Ødegaard,3,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
17,Ødegaard,3,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
17,Ødegaard,3,1,13,1,33,0.00,0.04,0.04,0.4,False,7,1
17,Ødegaard,3,1,14,3,90,0.02,0.08,0.10,7.4,True,5,1
17,Ødegaard,3,1,15,2,90,0.14,0.15,0.29,8.9,False,2,1
17,Ødegaard,3,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
18,Madueke,3,1,1,1,30,0.00,0.02,0.02,1.4,False,14,1
18,Madueke,3,1,2,3,63,0.00,0.09,0.09,4.3,True,11,1
18,Madueke,3,1,3,2,88,0.14,0.03,0.17,3.9,False,12,1
18,Madueke,3,1,4,3,78,0.00,0.71,0.71,11.9,True,16,1
